연번,인허가관할기관,업소명,업종,업태,업소주소,영업상태
2046,인천광역시 옹진군,토속먹거리,일반음식점,한식,인천광역시 옹진군 북도면 신도로 796,정상
2047,인천광역시 옹진군,토속점,일반음식점,한식,인천광역시 옹진군 북도면 장봉로 176,정상
2048,인천광역시 옹진군,통나무집,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 702(전망좋은통나무집),정상
2049,인천광역시 옹진군,통달배족발보쌈삼겹(백령도점),일반음식점,기타,인천광역시 옹진군 백령면 당후길 49,정상
2050,인천광역시 옹진군,통큰 칼국수,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 55-3(1층),정상
2051,인천광역시 옹진군,통통배,일반음식점,회집,인천광역시 옹진군 영흥면 영흥로 109-12(라동 9호),정상
2052,인천광역시 옹진군,티바 두마리 치킨(일반음식점),일반음식점,호프/통닭,인천광역시 옹진군 백령면 백령로 276(케익하우스 1층),정상
2053,인천광역시 옹진군,티바두마리치킨&피자얀 대청도점,일반음식점,호프/통닭,인천광역시 옹진군 대청면 대청남로 4-2,정상
2054,인천광역시 옹진군,파더리,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 23(102호),정상
2055,인천광역시 옹진군,파도조개구이,일반음식점,한식,인천광역시 옹진군 영흥면 영흥서로 515(1층 102호),정상
2056,인천광역시 옹진군,팽나무,일반음식점,,인천광역시 옹진군 자월면 대이작로 436,정상
2057,인천광역시 옹진군,펀비어킹 백령점,일반음식점,기타,인천광역시 옹진군 백령면 백령로278번안길 1,정상
2058,인천광역시 옹진군,포차1258,일반음식점,기타,인천광역시 옹진군 영흥면 영흥로 154(104호),정상
2059,인천광역시 옹진군,푸른바다 찜&탕(백령도점),일반음식점,한식,인천광역시 옹진군 백령면 백령로 305(가동1층),정상
2060,인천광역시 옹진군,풀등,일반음식점,한식,인천광역시 옹진군 자월면 대이작로 158,정상
2061,인천광역시 옹진군,풀등이야기,일반음식점,기타,인천광역시 옹진군 자월면 대이작로 169(2층),정상
2062,인천광역시 옹진군,풀등카페,일반음식점,기타,인천광역시 옹진군 자월면 대이작로 169(1층),정상
2063,인천광역시 옹진군,풀사이드키친,일반음식점,,인천광역시 옹진군 북도면 시도로86번길 291-49(101호),정상
2064,인천광역시 옹진군,풍경,일반음식점,한식,인천광역시 옹진군 영흥면 선재로306번길 31-111(1층),정상
2065,인천광역시 옹진군,풍성한맛집,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로156번길 11-20,정상
2066,인천광역시 옹진군,풍전포차,일반음식점,한식,인천광역시 옹진군 백령면 백령로 866-1,정상
2067,인천광역시 옹진군,플라워카페 수,일반음식점,기타,인천광역시 옹진군 영흥면 선재로 161(1층),정상
2068,인천광역시 옹진군,플로레도 커피 로스터스 선재점,일반음식점,기타,인천광역시 옹진군 영흥면 선재로 354(1층),정상
2069,인천광역시 옹진군,피자덕후,일반음식점,기타,인천광역시 옹진군 백령면 백령로 817(1층),정상
2070,인천광역시 옹진군,필 바든 치킨,일반음식점,호프/통닭,인천광역시 옹진군 연평면 연평로165번길 18-12,정상
2071,인천광역시 옹진군,핑크클라우드,일반음식점,회집,인천광역시 옹진군 영흥면 영흥북로 420-12,정상
2072,인천광역시 옹진군,하늘가든,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로251번길 24,정상
2073,인천광역시 옹진군,하늘가든,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로251번길 24,정상
2074,인천광역시 옹진군,하늘식당,일반음식점,한식,인천광역시 옹진군 덕적면 덕적남로624번길 3,정상
2075,인천광역시 옹진군,하늘정원,일반음식점,한식,인천광역시 옹진군 연평면 연평로137번길 21,정상
2076,인천광역시 옹진군,하늘정원,일반음식점,한식,인천광역시 옹진군 북도면 장봉로 536-1,정상
2077,인천광역시 옹진군,하루,일반음식점,기타,인천광역시 옹진군 영흥면 선재로317번길 17(가동 1층),정상
2078,인천광역시 옹진군,하림,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로133번길 55,정상
2079,인천광역시 옹진군,하선자국밥,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 442(1층 3호),정상
2080,인천광역시 옹진군,하얀바다,일반음식점,한식,인천광역시 옹진군 영흥면 선재로95번길 99(1층),정상
2081,인천광역시 옹진군,하이 바다,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 374-25,정상
2082,인천광역시 옹진군,학골식당,일반음식점,한식,인천광역시 옹진군 대청면 대청로237번길 34,정상
2083,인천광역시 옹진군,한국수산,일반음식점,기타,인천광역시 옹진군 영흥면 영흥로 109-12(영흥수산물직판장 A동 47호),정상
2084,인천광역시 옹진군,한그루카페,일반음식점,기타,인천광역시 옹진군 북도면 장봉로 202,정상
2085,인천광역시 옹진군,한들맛집,일반음식점,한식,인천광역시 옹진군 북도면 장봉로 469,정상
2086,인천광역시 옹진군,한마당 감자탕,일반음식점,한식,인천광역시 옹진군 영흥면 영흥남로 468,정상
2087,인천광역시 옹진군,할매감자탕,일반음식점,탕류(보신용),인천광역시 옹진군 백령면 백령로 854,정상
2088,인천광역시 옹진군,할매국밥,일반음식점,한식,인천광역시 옹진군 백령면 백령남로723번길 3,정상
2089,인천광역시 옹진군,해녀와사위,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-6(두무진 수산물 직판장 3동 1~2층 104호),정상
2090,인천광역시 옹진군,해당화 나들목,일반음식점,한식,인천광역시 옹진군 북도면 모도로50번길 39,정상
2091,인천광역시 옹진군,해당화횟집,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-14(두무진 수산물 직판장 2동 1~2층 104호),정상
2092,인천광역시 옹진군,해랑 2,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로 736(1층),정상
2093,인천광역시 옹진군,해림레스토랑,일반음식점,패밀리레스토랑,인천광역시 옹진군 영흥면 선재로226번길 107-34(2층),정상
2094,인천광역시 옹진군,해마루닭갈비,일반음식점,한식,인천광역시 옹진군 백령면 백령로833번길 3,정상
2095,인천광역시 옹진군,해물나라,일반음식점,한식,인천광역시 옹진군 백령면 백령로271번길 5(2호),정상
2096,인천광역시 옹진군,해물천국,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로 20,정상
2097,인천광역시 옹진군,해물칼국수,일반음식점,분식,인천광역시 옹진군 백령면 백령로 281-2,정상
2098,인천광역시 옹진군,해바라기,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로35번길 112,정상
2099,인천광역시 옹진군,해변 식당,일반음식점,한식,인천광역시 옹진군 대청면 소청동로76번길 13,정상
2100,인천광역시 옹진군,해송가든,일반음식점,한식,인천광역시 옹진군 백령면 백령로 849,정상
2101,인천광역시 옹진군,해적루,일반음식점,한식,인천광역시 옹진군 자월면 소이작로 32,정상
2102,인천광역시 옹진군,행복서포리아,일반음식점,경양식,인천광역시 옹진군 덕적면 덕적남로624번길 47-5,정상
2103,인천광역시 옹진군,행복식당,일반음식점,한식,인천광역시 옹진군 연평면 연평로 169,정상
2104,인천광역시 옹진군,행복이네,일반음식점,한식,인천광역시 옹진군 자월면 자월서로 114,정상
2105,인천광역시 옹진군,행운양꼬치 순대국,일반음식점,호프/통닭,인천광역시 옹진군 백령면 당후길 18,정상
2106,인천광역시 옹진군,향나무집 식당,일반음식점,기타,인천광역시 옹진군 자월면 대이작로 412-7(1층),정상
2107,인천광역시 옹진군,허밍 카페,일반음식점,,인천광역시 옹진군 영흥면 선재로 179,정상
2108,인천광역시 옹진군,현미식당,일반음식점,한식,인천광역시 옹진군 연평면 연평로 137,정상
2109,인천광역시 옹진군,형제식당,일반음식점,분식,인천광역시 옹진군 백령면 백령로 286(1층),정상
2110,인천광역시 옹진군,형준네식당,일반음식점,분식,인천광역시 옹진군 백령면 백령로280번길 27,정상
2111,인천광역시 옹진군,호남식당,일반음식점,한식,인천광역시 옹진군 북도면 장봉로238번길 39(1층),정상
2112,인천광역시 옹진군,호남회집,일반음식점,회집,인천광역시 옹진군 백령면 두무진로 560-2(두무진 수산물 직판장 4동 1층 106호),정상
2113,인천광역시 옹진군,호박회관,일반음식점,한식,인천광역시 옹진군 덕적면 덕적남로54번길 3,정상
2114,인천광역시 옹진군,호수꼬치,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 11,정상
2115,인천광역시 옹진군,호수꼬치,일반음식점,기타,인천광역시 옹진군 백령면 백령로 274-1(라라패션),정상
2116,인천광역시 옹진군,호연이네,일반음식점,기타,인천광역시 옹진군 영흥면 영흥북로 33(1층),정상
2117,인천광역시 옹진군,홍가네전골나라,일반음식점,한식,인천광역시 옹진군 백령면 당후길 42,정상
2118,인천광역시 옹진군,황금 소두마리,일반음식점,한식,인천광역시 옹진군 영흥면 영흥로685번길 3(1층 101호),정상
2119,인천광역시 옹진군,황금갯벌,일반음식점,회집,인천광역시 옹진군 영흥면 선재로34번길 64,정상
2120,인천광역시 옹진군,황제물회,일반음식점,한식,인천광역시 옹진군 영흥면 영흥서로 509,정상
2121,인천광역시 옹진군,황제숯불바베큐,일반음식점,한식,인천광역시 옹진군 백령면 중화1길 8,정상
2122,인천광역시 옹진군,황토가든,일반음식점,한식,인천광역시 옹진군 영흥면 영흥북로 463,정상
2123,인천광역시 옹진군,황해 반점,일반음식점,한식,인천광역시 옹진군 백령면 백령로 855,정상
2124,인천광역시 옹진군,회나라,일반음식점,회집,인천광역시 옹진군 덕적면 덕적북로 32,정상
2125,인천광역시 옹진군,휴식공간,일반음식점,한식,인천광역시 옹진군 북도면 장봉로537번길 10(2층),정상
2126,인천광역시 옹진군,휴원,일반음식점,한식,인천광역시 옹진군 덕적면 덕적북로 123,정상
2127,인천광역시 옹진군,흥부네식당,일반음식점,라이브카페,인천광역시 옹진군 영흥면 영흥북로 3,정상
2128,인천광역시 옹진군,희식당,일반음식점,한식,인천광역시 옹진군 백령면 백령로 265,정상
2129,인천광역시 옹진군,힘찬치킨,일반음식점,호프/통닭,인천광역시 옹진군 영흥면 영흥북로 47,정상
2130,인천광역시 옹진군,방,일반음식점,한식,인천광역시 옹진군 연평면 연평로 217,정상
2131,인천광역시 중구,(주)고래사 인천공항점,일반음식점,분식,"인천광역시 중구 공항로 272(면세동 3층 운서동, 인천국제공항여객터미널)",정상
2132,인천광역시 중구,(주)더봉반,일반음식점,일식,인천광역시 중구 인항로 27(인하대학병원 지하1층 B103호 신흥동3가),정상
2133,인천광역시 중구,(주)동원홈푸드 인천공항택시주차장,일반음식점,한식,"인천광역시 중구 공항로 271(운서동, 외325필지장기주차장 동측 택시식당)",정상
2134,인천광역시 중구,(주)디그니티그룹 퍼스트플로어5,일반음식점,경양식,인천광역시 중구 용유서로304번길 12(1층 을왕동),정상
2135,인천광역시 중구,(주)명품,일반음식점,기타,"인천광역시 중구 신도시남로141번길 13-5(3층 301호 운서동, 영종도 명품관)",정상
2136,인천광역시 중구,(주)무의도스킨스쿠버 식당,일반음식점,분식,인천광역시 중구 대무의로301번길 13-31(가동 1층 무의동),정상
2137,인천광역시 중구,(주)바다곳간,일반음식점,한식,"인천광역시 중구 영종진광장로 5(2층 203,204,205,206호 중산동)",정상
